dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
banknote-authentication,./data/numerical_only/balanced,[[0.18674378 0.66766808 0.21489652 0.59898732]],{},{},{},{'V2': ['>=0.12113432213664055']},"{'V1': ['>=-0.11167340353131294'], 'V2': ['>=-0.10687114298343658']}","{'V1': ['>=-1.3836431503295898'], 'V2': ['>=-0.2918621301651001'], 'V3': ['>=-0.2983536273241043']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.97470159  1.71096048  0.3912937  -2.02444895]],{'V1': ['>=-1.1099187135696411']},{},{},{'V3': ['>=-0.11348053440451622']},"{'V1': ['<-0.835877537727356'], 'V2': ['>=0.9330804944038391'], 'V3': ['>=-0.4013237804174423']}","{'V2': ['>=0.22312919795513153'], 'V3': ['>=-1.4912998676300049']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.05931791  0.08253869 -0.98393115  0.281908  ]],"{'V2': ['<0.3638112396001816'], 'V3': ['<-0.2766295522451401']}",{},{},"{'V1': ['<0.7085499465465546'], 'V2': ['<0.7262825667858124'], 'V3': ['<-0.7611909210681915']}","{'V1': ['<0.5772071331739426', '>=-0.2752676159143448'], 'V3': ['<-0.8366511166095734']}","{'V1': ['<0.7434704899787903'], 'V2': ['<0.7455860674381256'], 'V3': ['<-0.4275552034378052']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.392038    1.23728675 -0.70332039 -0.25989486]],{},{},{},{'V2': ['>=0.7191688716411591']},"{'V2': ['>=0.6644251048564911'], 'V3': ['>=-1.3648678064346313']}","{'V1': ['>=-1.0451165437698364'], 'V2': ['>=0.2451286017894745'], 'V3': ['>=-1.0839335918426514']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.5338791  -0.03668937 -0.33639129  1.27806687]],{},{},{},{'V1': ['>=0.8331061005592346']},"{'V1': ['>=-1.0548817217350006'], 'V2': ['>=-0.7311608493328094'], 'V3': ['>=-0.8640971183776855']}","{'V1': ['>=0.1331721432507038'], 'V2': ['>=-1.6952718496322632'], 'V3': ['>=-1.306993305683136']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.61954055  0.4479271  -1.47932868 -0.73026803]],{'V2': ['<0.5223530232906342']},{},{},"{'V1': ['< -1.5644462421824694 * V3+-1.3953162345896075'], 'V2': ['<0.5258370041847229']}","{'V1': ['<0.9184433817863464', '>=0.03590062074363232'], 'V3': ['<-1.1278108954429626']}","{'V1': ['<1.2689345479011536'], 'V2': ['<0.7731101214885712'], 'V3': ['<-1.1235285997390747']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.07605881  1.13322852 -1.02826255  0.2856028 ]],{},{},{},{'V2': ['>=0.6152068972587585']},"{'V2': ['>=0.6817725896835327'], 'V3': ['<-0.6411752104759216']}","{'V1': ['>=-0.46194083988666534'], 'V2': ['>=-0.15413028746843338'], 'V3': ['>=-1.6621047854423523']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-1.3813558  -2.40262066  3.01065244  0.27390418]],{},{},{},"{'V1': ['<-0.585964024066925'], 'V3': ['<3.356779456138611', '< -1.641301161061439 * V2+0.5174946725341015']}","{'V1': ['<-1.2290716171264648'], 'V2': ['<0.3201087862253189'], 'V3': ['<3.155832052230835', '>=0.9089613556861877']}","{'V1': ['<-0.42483338713645935'], 'V2': ['<-1.2991954684257507']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.76191879  0.27194001 -0.1474604   0.95362413]],{},{},{},{'V2': ['>=0.0014612558879889548']},{'V2': ['>=-0.0008868592267390341']},"{'V1': ['>=-0.4590238183736801'], 'V2': ['>=-1.1413994431495667'], 'V3': ['>=-1.1073987483978271']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.80659956  1.01648899 -0.71067801 -0.30793682]],{'V2': ['>=0.519174188375473']},{},{},"{'V1': ['>=-0.8422688245773315', '>= -1.2514172790260325 * V3+-1.821702517153432'], 'V2': ['>=0.9088118970394135']}","{'V2': ['>=1.0071399509906769'], 'V3': ['<-0.6967518925666809', '>=-1.1851863861083984']}","{'V2': ['>=0.9793035089969635'], 'V4': ['<0.7633653879165649'], 'V3': ['>=-1.3458985686302185'], 'V1': ['>=-1.115020990371704']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.24958938 -0.18552246  0.94176892  0.29606824]],{},{},{},"{'V1': ['>=-0.2293061763048172'], 'V4': ['< 0.564764908642622 * V3+0.48423577074931534']}",{'V3': ['>=0.6269579827785492']},"{'V1': ['>=-1.075606107711792'], 'V2': ['>=-2.069163680076599'], 'V3': ['>=-0.5137959420681']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-1.31829554 -0.3103787  -0.19598587  0.42659572]],{},{},{},"{'V1': ['<-0.8174473941326141'], 'V2': ['<0.9395058453083038']}",{'V3': ['<0.15850745886564255']},"{'V1': ['<-0.7273299694061279'], 'V2': ['<0.789221853017807']}",{}
banknote-authentication,./data/numerical_only/balanced,[[0.42268838 0.23243027 0.34297016 0.60883807]],{},{},{},"{'V2': ['>=-0.1470048874616623'], 'V3': ['>=-0.6411249041557312']}","{'V1': ['<0.5172435939311981', '>=0.3961024284362793'], 'V2': ['>=-0.27334555983543396'], 'V3': ['>=-0.8822059333324432']}","{'V1': ['>=-0.8523991703987122'], 'V2': ['>=-0.6483557522296906'], 'V3': ['>=-0.3965972661972046']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-2.52886247  1.17520975 -0.33877776 -1.20621198]],"{'V3': ['<-0.0010971687734127045', '>=-0.6197870373725891']}",{},{},{'V1': ['<-1.9322559833526611']},"{'V2': ['>=0.3773464113473892'], 'V4': ['<-0.315935879945755'], 'V3': ['<-0.23794901371002197'], 'V1': ['<-1.326783537864685']}","{'V1': ['<-1.8494163751602173'], 'V3': ['<1.14692622423172']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.26252997 -0.70117914  0.24769247  1.1106104 ]],{},{},{},"{'V1': ['>=0.7151938676834106'], 'V3': ['>=-0.7863408625125885']}","{'V1': ['>=0.690817654132843'], 'V3': ['>=-1.143222451210022']}","{'V1': ['>=0.09506887942552567'], 'V2': ['>=-2.064334988594055'], 'V3': ['>=-0.3252205401659012']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.84076893 -0.29239137 -0.03489116  0.39088564]],{'V1': ['<-0.1020268015563488']},{},{},"{'V1': ['<-0.6129896938800812'], 'V2': ['<0.3806334584951401', '< -0.8118368453027688 * V3+0.3633826376503018']}",{'V3': ['<0.1516488566994667']},"{'V1': ['<-0.1631305143237114'], 'V2': ['<0.3851889818906784'], 'V3': ['<0.8297896087169647']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.47849024 -0.84048592  0.29701405  1.14446356]],{},{},{},"{'V1': ['>=0.8461149334907532'], 'V3': ['>=-0.8584396541118622']}","{'V1': ['>=0.6334773302078247'], 'V3': ['>=-0.12787219136953354']}","{'V1': ['>=0.20588355511426926'], 'V3': ['>=-0.8520865440368652']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.49034922 -0.10440818 -0.31153206  1.47632923]],{},{},{},{'V1': ['>=0.8841409683227539']},"{'V1': ['>=-0.0032516345381736755'], 'V2': ['>=-0.37492378056049347'], 'V3': ['>=-0.7714305818080902']}","{'V1': ['>=0.3603537678718567'], 'V2': ['>=-1.47075754404068'], 'V3': ['>=-0.9050244092941284']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.66250739 -0.77559654  0.40740154  0.52633636]],{},{},{},"{'V1': ['>=0.2879401743412018'], 'V3': ['>=-0.3599615693092346']}","{'V1': ['>=0.36255747079849243'], 'V3': ['>=0.2879232317209244']}","{'V1': ['>=-0.04741844721138477'], 'V2': ['>=-2.15131276845932'], 'V3': ['>=-0.47769099473953247']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.90333653 -0.0603134  -0.34394852 -0.26360871]],{},{},{},"{'V2': ['<0.6368085443973541'], 'V4': ['< -3.7946275776670797 * V3+-0.6318698788639299'], 'V3': ['<-0.08545758575201035'], 'V1': ['<-0.10933662205934525']}",{'V3': ['<0.0005971701903035864']},"{'V1': ['<-0.1875702366232872'], 'V2': ['<0.19945719093084335'], 'V3': ['<0.48118220269680023']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.35194744 -0.77982363  0.17172564  1.01703571]],{},{},{},"{'V1': ['>=0.8073793053627014'], 'V3': ['>=-0.8213699460029602']}","{'V1': ['>=1.215644896030426'], 'V3': ['<0.17213181406259537', '>=-0.5738398134708405']}","{'V1': ['>=0.04962077829986811'], 'V2': ['>=-1.4693607091903687'], 'V3': ['>=-1.026092380285263']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.63973954 -1.20413576  0.67169557 -0.02716036]],{},{},{},"{'V1': ['>=0.27155473828315735'], 'V3': ['>=-0.12176590785384178']}","{'V2': ['<-1.0688685774803162'], 'V3': ['>=0.5095146149396896']}","{'V1': ['>=0.06289125792682171'], 'V3': ['>=-0.18360638618469238']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.77052993  1.708489    0.39387002 -1.7646224 ]],"{'V1': ['>=-1.1386160254478455'], 'V2': ['>=0.6193462014198303']}",{},{},{'V3': ['>=-0.13713445514440536']},"{'V1': ['<0.4559428244829178', '>=-1.121551275253296'], 'V2': ['>=0.7492814064025879']}","{'V2': ['>=0.24467339366674423'], 'V3': ['>=-0.5494885146617889']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 0.68900537  0.44898388 -1.48229958 -0.81278212]],{'V2': ['<0.5223530232906342']},{},{},"{'V1': ['<0.7427693605422974', '< -1.6043030744362201 * V3+-1.4798695780138487'], 'V2': ['<0.6218588948249817']}","{'V1': ['>=-1.0662768483161926'], 'V2': ['<1.279787838459015', '>=0.25535546243190765'], 'V3': ['<-1.383354663848877']}","{'V1': ['<0.9579200744628906'], 'V2': ['<0.8363456130027771'], 'V3': ['<-1.2295975089073181']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-2.21933232  1.23622997 -0.38809864 -2.30951061]],"{'V1': ['<-0.6973350048065186'], 'V2': ['<1.2589762210845947']}",{},{},"{'V1': ['<-1.8543155193328857'], 'V2': ['<1.766829490661621'], 'V3': ['<0.2560454308986664']}","{'V1': ['<-1.0795146822929382'], 'V2': ['>=0.8955138325691223'], 'V4': ['<-0.7136509418487549']}","{'V1': ['<-1.7132846117019653'], 'V3': ['<0.6276532411575317']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.6514122  -0.71176393  0.02793873  0.86250153]],{},{},{},"{'V1': ['<-0.335048645734787'], 'V2': ['<0.22622180730104446'], 'V3': ['<1.1045969724655151']}","{'V1': ['<-0.4211525321006775'], 'V2': ['<0.39049941301345825']}","{'V1': ['<0.6500677466392517'], 'V2': ['<-0.39157257974147797'], 'V3': ['<0.9798691272735596']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-1.01003223  0.28639396 -0.65318645 -0.8109252 ]],{'V2': ['<0.6246385872364044']},{},{},"{'V1': ['< -1.107186635741508 * V3+-0.8319844948663392'], 'V2': ['<0.554355800151825'], 'V3': ['<0.1314738728106022']}",{'V2': ['<0.34194281697273254']},"{'V1': ['<-0.2044464498758316'], 'V2': ['<0.990921825170517'], 'V3': ['<0.1089017428457737']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.58043531 -0.21021179 -0.14487479  1.14327322]],{},{},{},{'V1': ['>=0.8339467942714691']},"{'V1': ['>=0.8127153515815735'], 'V2': ['>=-1.0831605792045593']}","{'V1': ['>=0.7468918859958649'], 'V3': ['>=-1.3505471348762512']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.32590937 -0.1752939  -0.70232235  0.29668721]],{'V3': ['<-0.2049357071518898']},{},{},"{'V1': ['<0.5586740076541901'], 'V2': ['< -0.8787198934709106 * V1+0.34025895535950124'], 'V4': ['>= 2.6354785677893524 * V3+1.1254480149904036']}","{'V1': ['<-0.04395752400159836'], 'V3': ['<-0.24095392227172852']}","{'V1': ['<0.5647065043449402'], 'V2': ['<0.5729731917381287'], 'V3': ['<-0.13642363250255585']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.86561406  0.57243904 -0.84889447  0.60329682]],{},{},{},{'V1': ['>=0.9462276697158813']},"{'V2': ['>=0.3280172497034073'], 'V3': ['<-0.7394121885299683', '>=-1.008081316947937']}","{'V1': ['>=0.010542716725467471'], 'V2': ['>=-0.6490104496479034'], 'V3': ['>=-1.8910375833511353']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-2.39348702  1.03765858 -0.22581788 -0.9660974 ]],"{'V1': ['<-1.8157044649124146'], 'V2': ['<1.3485634326934814', '>=0.997092068195343']}",{},{},"{'V1': ['<-1.8878751993179321'], 'V2': ['<1.8209506273269653']}","{'V1': ['<-1.6515789031982422'], 'V2': ['>=0.5373438894748688'], 'V3': ['<0.11207554116845131']}","{'V1': ['<-1.2525960206985474'], 'V3': ['<1.2897987365722656']}",{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.13334599 -1.39169817  0.4358015 ]],{},{},{},{},"{'V2': ['<0.30291804671287537'], 'V3': ['<2.0444599390029907']}",{'V3': ['<2.477376341819763']},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.62042766 -1.1795758   0.43412562]],{},{},{},{'V3': ['<2.203550696372986']},"{'V1': ['<0.10229232534766197'], 'V3': ['<1.2975501716136932']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.23293423 -1.50280989 -0.97983759]],{},{},{},{'V3': ['<1.9744112491607666']},{'V3': ['<0.9982061088085175']},{'V3': ['<2.5483142137527466']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.33168944 -0.90684704 -0.44885281]],{},{},{},{},{'V3': ['<1.2651927471160889']},{'V3': ['<2.4695030450820923']},{}
volcanoes-a2,./data/numerical_only/balanced,[[0.83624733 1.46353627 0.55927761]],{},{},{},{},"{'V1': ['>=-0.6584666669368744'], 'V3': ['<2.0890992879867554']}",{'V3': ['<2.2459583282470703']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.57394577 -0.84287363 -0.97500918]],{},{},{},{'V3': ['<2.0552549362182617']},"{'V1': ['>=0.9673751890659332'], 'V3': ['<1.251609593629837']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.20294018 -0.67115552 -0.22242134]],{},{},{},{'V3': ['<1.853032112121582']},"{'V2': ['<0.21333198994398117'], 'V3': ['<1.9563062191009521']}",{'V3': ['<2.2590247988700867']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.07634729  1.03592451 -0.66220537]],{},{},{},{},"{'V1': ['>=0.883175790309906'], 'V3': ['<1.2518266774713993']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.21553568  0.71269042 -0.15899568]],{},{},{},{'V3': ['<2.249448776245117']},{'V3': ['<0.9525647223927081']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.62398504  1.44670116 -0.15776514]],{},{},{},{},{'V3': ['<1.7842001914978027']},{'V3': ['<2.5125885009765625']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.49523579 -1.32435774  1.88684505]],{'V3': ['<2.1330355405807495']},{},{},{'V3': ['<2.1887627840042114']},"{'V2': ['<0.4876173138618469'], 'V3': ['<2.18831467628479']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.41735884  0.9887862  -0.36369929]],{},{},{},{},"{'V1': ['>=0.15516919642686844'], 'V3': ['<1.2769884169101715']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.39076682  1.54434479  1.16463402]],{'V3': ['<2.0447059869766235']},{},{},{'V3': ['<2.6087608337402344']},"{'V1': ['<0.029215048998594284'], 'V3': ['<1.923675298690796']}",{'V3': ['<2.5011757612228394']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.27253437 -0.27721397  0.95948507]],{},{},{},{'V3': ['<2.157898187637329']},{'V3': ['<1.8690549731254578']},{'V3': ['<2.3564887046813965']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.72489662 -1.42200137 -0.89497706]],{},{},{},{},{'V3': ['<0.919351801276207']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.71222345 -1.52301202 -0.13644746]],{},{},{},{},"{'V1': ['<0.0431529376655817'], 'V3': ['<1.4154302179813385']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.44999956  0.44332868 -0.5952756 ]],{},{},{},{'V3': ['<2.1444177627563477']},{'V3': ['<0.9368313625454903']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.16110599  0.45342974  0.3150443 ]],{},{},{},{'V3': ['<2.1617730855941772']},{'V3': ['<1.3698943257331848']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.02887702  0.12682863 -0.17151205]],{},{},{},{'V3': ['<2.180497407913208']},"{'V1': ['<0.29333846271038055'], 'V3': ['<1.071312040090561']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.02887702  1.52414266 -0.96064114]],{},{},{},{'V3': ['<2.3658828735351562']},{'V3': ['<1.1823245137929916']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.64478563  0.00224883 -0.86400256]],{},{},{},{'V3': ['<2.6225489377975464']},{'V3': ['<1.0672043710947037']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.60650882 -0.50280443 -0.93678034]],{},{},{},{},"{'V1': ['<0.10096675530076027'], 'V3': ['<0.8770094700157642']}",{'V3': ['<2.6856720447540283']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.96151688 -0.97418748 -0.93864373]],{},{},{},{'V3': ['<1.9968289136886597']},{'V3': ['<1.3442697525024414']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.28421917  0.3692542  -0.29563273]],{},{},{},{'V3': ['<1.8583316206932068']},{'V3': ['<1.1522231251001358']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.66566388  0.18070098  0.0842532 ]],{},{},{},{'V3': ['<2.6016314029693604']},{},{'V3': ['<2.043892979621887']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.61006621 -0.20987354 -0.56138296]],{},{},{},{'V3': ['<2.1069016456604004']},{'V3': ['<0.9286980554461479']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.42083855  0.81706809 -0.77624733]],{},{},{},{'V3': ['<2.420094847679138']},{},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.62050533  1.46690329 -0.27395175]],{},{},{},{},{'V3': ['<1.5676189661026']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.4417168  -0.17957034 -0.7908146 ]],{},{},{},{'V3': ['<2.0555773973464966']},{'V3': ['<1.3185045719146729']},{'V3': ['<2.079316556453705']},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.81313503 -1.19977793 -0.2669318 ]],{},{},{},{},"{'V1': ['<-0.024980799295008183'], 'V3': ['<1.2255165874958038']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.32125031  0.97868514 -0.7029539 ]],{},{},{},{'V3': ['<2.247261643409729']},{'V3': ['<1.3563466370105743']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.75969372 -1.58025139 -0.97997823]],{},{},{},{'V3': ['<1.900146245956421']},{'V3': ['<1.0052436729893088']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.48604232 -0.89337895  0.36551997]],{},{},{},{},{'V3': ['<1.4499030113220215']},{'V3': ['<1.8961693048477173']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.11114439 -1.39169817 -0.88090201]],{},{},{},{'V3': ['<1.9592231512069702']},{'V3': ['<1.0470234602689743']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.46955448 -0.53984167 -0.10213292]],{},{},{},{'V3': ['<2.058540463447571']},{},{'V3': ['<2.042086660861969']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.79797053 -1.11223537 -0.1339395 ]],{},{},{},{'V3': ['<1.9311171174049377']},{'V3': ['<1.8658321499824524']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.8026959  -1.42536839 -0.05724743]],{},{},{},{},"{'V1': ['<0.3312775790691376'], 'V3': ['<1.3110743761062622']}",{'V3': ['<2.0691917538642883']},{}
volcanoes-a2,./data/numerical_only/balanced,[[0.48479666 1.20764262 2.90928492]],"{'V1': ['<1.0641682744026184', '>=0.011556152254343033'], 'V3': ['>=2.0371997356414795']}",{},{},"{'V1': ['>=0.0977916307747364'], 'V2': ['>=0.6982543170452118'], 'V3': ['>=2.3151379823684692']}","{'V1': ['<0.7301161885261536', '>=0.08289019763469696'], 'V3': ['>=2.017408847808838']}","{'V1': ['>=0.06549165211617947'], 'V2': ['>=0.7518742680549622'], 'V3': ['>=2.712896227836609']}",{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.01280182 -1.17620878 -0.90149308]],{},{},{},{},"{'V2': ['<0.31856587529182434'], 'V3': ['<1.2374018728733063']}",{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.59391332  1.63525438  0.52279497]],{},{},{},{'V3': ['<2.292357921600342']},{'V3': ['<2.056900143623352']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.81536907  1.61168523 -0.89209408]],{},{},{},{},{'V3': ['<0.9768942994996905']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.69705895  1.13356814 -0.47306519]],{},{},{},{'V3': ['<2.39429771900177']},{'V3': ['<1.544203519821167']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.41868218 -0.62065019  0.02590206]],{},{},{},{'V3': ['<1.8487102389335632']},{'V3': ['<1.635222613811493']},{'V3': ['<1.9983502626419067']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.49043274 -0.39842676 -0.39978348]],{},{},{},{'V3': ['<2.1517951488494873']},"{'V1': ['>=0.7018219828605652'], 'V3': ['<1.6825340390205383']}",{'V3': ['<2.0901598930358887']},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.72009357 -1.51627798 -0.88447644]],{},{},{},{'V3': ['<2.028056263923645']},{'V3': ['<1.4010738730430603']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[0.22381844 1.16387133 2.51439809]],"{'V1': ['<1.0641682744026184', '>=0.011556152254343033'], 'V3': ['>=2.0371997356414795']}",{},{},"{'V1': ['<0.9018950462341309'], 'V2': ['<1.7962144613265991'], 'V3': ['>=2.301033854484558']}","{'V1': ['<0.8832494616508484', '>=0.0776706337928772'], 'V2': ['>=0.4402032941579819']}","{'V1': ['>=0.04287353903055191'], 'V2': ['>=0.7402128577232361'], 'V3': ['>=2.0868491530418396']}",{}
volcanoes-a2,./data/numerical_only/balanced,[[ 1.10070526  1.08979685 -0.65647456]],{},{},{},{},{'V3': ['<1.1028373688459396']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[-1.08803209 -0.89337895  0.97692361]],{},{},{},{'V3': ['<2.1944977045059204']},{'V3': ['<1.8833582997322083']},{},{}
volcanoes-a2,./data/numerical_only/balanced,[[ 0.35256769  0.29517972 -0.45219285]],{},{},{},{'V3': ['<2.055775284767151']},{'V3': ['<0.8497734442353249']},{'V3': ['<2.1005011796951294']},{}
volcanoes-a2,./data/numerical_only/balanced,[[-0.43036697  0.06622224  0.0480401 ]],{},{},{},{'V3': ['<2.0502723455429077']},{'V3': ['<1.4883896708488464']},{},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.05768865 -0.25192258  1.41283868]],{'V3': ['<2.0240302085876465']},{},{},{'V3': ['<2.033746838569641']},"{'V2': ['<0.6587393879890442'], 'V3': ['<2.0056982040405273']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.42929294  1.68302845 -0.07445773]],{},{},{},{'V3': ['<2.204129457473755']},"{'V1': ['<-0.12604191154241562'], 'V3': ['<1.951915442943573']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 0.04670541 -0.03617891  1.79587703]],{'V3': ['<2.045413613319397']},{},{},{'V3': ['<1.9958086013793945']},"{'V1': ['>=-0.21137426048517227'], 'V2': ['<0.4002073258161545'], 'V3': ['<2.0255619287490845']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.53000812 -0.83173369 -0.91410278]],{},{},{},{'V3': ['<2.105399012565613']},"{'V2': ['<0.70386803150177'], 'V3': ['<1.4092527627944946']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.18966026 -1.42839977 -1.01044801]],{},{},{},{'V3': ['<2.1138415336608887']},"{'V2': ['<0.6319039463996887'], 'V3': ['<1.2784419059753418']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.67587148  1.43020384 -0.98632566]],{},{},{},{'V3': ['<2.371826648712158']},"{'V1': ['<-0.1679328829050064'], 'V3': ['<1.6255730390548706']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 0.23077109  0.46272833 -0.28674159]],{},{},{},{'V3': ['<1.9444711208343506']},"{'V1': ['>=-0.2623860090970993'], 'V3': ['<1.269077718257904']}",{'V3': ['<1.970162272453308']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-0.81805597 -1.18231715 -0.23721149]],{},{},{},{'V3': ['<2.10589063167572']},"{'V1': ['<-0.36729395389556885'], 'V3': ['<1.2478066682815552']}",{'V3': ['<2.246502697467804']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-0.01580746  1.18075022 -0.26594687]],{},{},{},{'V3': ['<2.012786030769348']},{'V3': ['<1.2824182212352753']},{},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 1.40462389e+00  9.02034777e-04 -1.55065771e-01]],{},{},{},{'V3': ['<2.013574242591858']},"{'V2': ['<0.5960876047611237'], 'V3': ['<1.1995937824249268']}",{'V3': ['<2.240107476711273']},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 0.25508165  0.26383963 -0.76318195]],{},{},{},{'V3': ['<1.9557024240493774']},"{'V1': ['>=-0.2658589333295822'], 'V3': ['<1.260211929678917']}",{'V3': ['<1.8093206286430359']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-0.05053683  0.43576037  1.07994309]],{},{},{},{'V3': ['<1.9476917386054993']},"{'V1': ['<0.17709015309810638'], 'V2': ['<0.7526338696479797'], 'V3': ['<2.0653613805770874']}",{},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 0.65446944 -1.4755937   0.67265025]],{},{},{},{'V3': ['<2.0404831171035767']},"{'V1': ['>=-0.2650531232357025'], 'V3': ['<1.9777796864509583']}",{'V3': ['<2.2003527879714966']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-0.89793353  0.61779409  1.25230735]],{'V3': ['<2.0240302085876465']},{},{},{'V3': ['<2.0001848340034485']},{'V3': ['<2.02534556388855']},{'V3': ['<1.9632359743118286']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.3980365   0.63127807  0.79225288]],{},{},{},{'V3': ['<2.2192505598068237']},"{'V1': ['<-0.2407919466495514'], 'V3': ['<2.0240062475204468']}",{'V3': ['<2.182657480239868']},{}
volcanoes-a3,./data/numerical_only/balanced,[[-1.43971175  0.06495094  0.45845631]],{},{},{},{'V3': ['<2.0666486024856567']},"{'V1': ['<-0.09311199188232422'], 'V3': ['<1.8000094890594482']}",{'V3': ['<2.145543694496155']},{}
volcanoes-a3,./data/numerical_only/balanced,[[ 0.73087406  1.03242645 -0.060967  ]],{},{},{},{'V3': ['<1.9844915270805359']},"{'V2': ['>=-0.520112007856369'], 'V3': ['<2.0253145694732666']}",{},{}
