dataset,num_and_cat,explain_instance,rule_lux_ablation,rule_lux_pure,rule_lux_proba,rule_lux_shap,rule_EXPLAN,rule_LORE,rule_Anchor
yeast,./data/numerical_only/balanced,"[[ 0.36340695 -0.08017765 -0.57748259 -0.59237604 -0.09759001 -0.0991314
  -0.17109621 -0.5279193 ]]","{'gvh': ['<0.3637911230325699', '>=-0.12053844332695007'], 'alm': ['>=-0.7506106793880463']}",{},{},"{'vac': ['<0.27665144205093384'], 'mit': ['<-0.47341085970401764'], 'gvh': ['<0.8463658690452576', '>=-0.12053844332695007'], 'nuc': ['>=-0.7933926582336426'], 'alm': ['<0.40357671678066254', '>=-0.629359632730484']}",{},"{'mit': ['<-0.4798692613840103'], 'mcg': ['<0.6946130990982056', '>=0.0436351653188467'], 'gvh': ['<0.28306952863931656', '>=-0.21599513292312622'], 'vac': ['<0.4346800297498703'], 'alm': ['>=-0.7506106793880463']}",{}
yeast,./data/numerical_only/balanced,"[[-1.31233016 -1.45244474  0.23044861 -0.59237604 -0.09759001 -0.0991314
  -0.34417514  0.59932134]]","{'mit': ['<-0.5923760235309601'], 'mcg': ['<-0.40160347521305084'], 'vac': ['<-0.08455675526056439', '>=-0.8634119033813477'], 'alm': ['>=-0.058098249923205']}",{},{},"{'mcg': ['<1.5190877318382263', '>=-1.4216173887252808'], 'gvh': ['<-0.8946378231048584'], 'nuc': ['>=0.3646871894598007'], 'alm': ['>=-0.7520904242992401']}",{},"{'vac': ['<0.6865537464618683'], 'mit': ['<1.2682393193244934'], 'mcg': ['<1.6748533844947815'], 'nuc': ['>=-1.077195644378662'], 'alm': ['>=-0.7068809866905212']}",{}
yeast,./data/numerical_only/balanced,"[[ 1.74771152  1.77641901 -0.3466451  -0.08161888 -0.09759001 -0.0991314
   1.21353518 -0.5279193 ]]","{'mcg': ['>=1.2012754678726196'], 'gvh': ['>=1.4938934445381165'], 'vac': ['>=0.08852216915693134'], 'alm': ['<-0.11580761600635014', '>=-0.5774825811386108']}",{},{},"{'mit': ['>=-0.22233768552541733'], 'mcg': ['>=1.654036819934845'], 'gvh': ['>=1.7311870455741882'], 'alm': ['>=-0.4336355924606323']}",{},"{'mit': ['<1.3988072872161865', '>=-0.3734801262617111'], 'mcg': ['>=1.3447186350822449'], 'gvh': ['>=0.9288422763347626'], 'alm': ['>=-0.39816366136074066']}",{}
yeast,./data/numerical_only/balanced,"[[ 1.45627898  2.26074858  0.34586735 -0.15458419 -0.09759001 -0.0991314
  -0.34417514 -0.5279193 ]]","{'mcg': ['>=1.2741336226463318'], 'gvh': ['>=1.332450270652771'], 'vac': ['<0.08852216915693134'], 'alm': ['>=-0.635191947221756']}",{},{},"{'gvh': ['>=1.9782229661941528'], 'nuc': ['<0.45841626822948456'], 'mcg': ['<2.002714991569519', '>=0.8005557656288147']}",{},"{'mit': ['<1.374462068080902'], 'mcg': ['>=0.8444470465183258'], 'gvh': ['>=1.8167798519134521'], 'nuc': ['<0.45269595086574554'], 'alm': ['>=-0.6941211372613907']}",{}
yeast,./data/numerical_only/balanced,"[[-1.45804643 -1.04883677 -1.1545763   1.3776873  -0.09759001 -0.0991314
  -0.34417514  1.25687838]]","{'mit': ['>=1.0493434071540833'], 'alm': ['<-0.8083200752735138']}",{},{},"{'gvh': ['<-0.24162083119153976'], 'mcg': ['<-1.2354243397712708'], 'alm': ['<-0.7506106793880463', '>=-1.2067518830299377']}",{},"{'mit': ['>=0.9459409117698669'], 'mcg': ['<-1.4363548159599304'], 'gvh': ['<-0.36270321905612946'], 'alm': ['<-0.28663744032382965', '>=-1.2122856974601746']}",{}
yeast,./data/numerical_only/balanced,"[[-0.87518135 -0.80667199 -1.26999504 -0.51941073 -0.09759001 -0.0991314
  -0.69033299  3.22954951]]",{'alm': ['<-0.8660294413566589']},{},{},"{'nuc': ['>=0.9750682413578033'], 'mcg': ['<1.2626296877861023'], 'alm': ['<-0.8028757870197296']}",{},"{'mit': ['<1.0085947513580322'], 'mcg': ['<1.0734182596206665'], 'alm': ['<-0.831023782491684']}",{}
yeast,./data/numerical_only/balanced,"[[-0.5837488  -0.56450721  1.96172974  3.20182002 -0.09759001 -0.0991314
  -1.38264868 -0.24610914]]","{'gvh': ['<0.40415192395448685'], 'vac': ['<-0.9499513506889343', '>=-2.161503791809082']}",{},{},"{'vac': ['<-0.6037935316562653', '>=-1.4574251174926758'], 'mit': ['>=2.4689944982528687'], 'mcg': ['>=-0.6230538487434387'], 'gvh': ['>=-0.6451549232006073'], 'nuc': ['<0.3501848131418228'], 'alm': ['>=1.7283831238746643']}",{},"{'mit': ['>=2.7640281915664673'], 'mcg': ['>=-0.6108724474906921'], 'gvh': ['>=-0.7241393625736237'], 'nuc': ['<0.3042455166578293', '>=-1.0215202867984772']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.07467117 -0.53873981]],"{'heart_rate': ['>=-0.37206508219242096'], 'temperature': ['<-0.3670940175652504']}",{},{},"{'heart_rate': ['<-0.04162740334868431', '>=-0.17438904941082']}","{'heart_rate': ['>=-0.1738024726510048'], 'temperature': ['== -0.5387398137727035']}","{'heart_rate': ['<0.3175959885120392'], 'temperature': ['<-0.3557455688714981']}",{}
rmftsa,./data/numerical_only/balanced,[[0.65229172 1.17771809]],"{'heart_rate': ['>=0.3548978120088577'], 'temperature': ['<1.3493638634681702']}",{},{},"{'heart_rate': ['<0.6839470863342285'], 'temperature': ['<1.3483542203903198']}","{'heart_rate': ['<0.883598119020462'], 'temperature': ['>=-0.023802444338798523']}","{'temperature': ['<1.4206876158714294', '>=0.7727941274642944']}",{}
rmftsa,./data/numerical_only/balanced,[[2.17230504 0.49113493]],"{'heart_rate': ['>=2.007086157798767'], 'temperature': ['>=-0.023802444338798523']}",{},{},"{'heart_rate': ['>=1.7984061241149902'], 'temperature': ['>=-0.033233530819416046']}","{'heart_rate': ['>=0.33251233398914337'], 'temperature': ['>=-0.7103855907917023']}",{'heart_rate': ['>=0.8211072981357574']},{}
rmftsa,./data/numerical_only/balanced,[[-0.07467117 -1.56861455]],"{'heart_rate': ['<0.02446013316512108', '>=-0.20684624463319778']}",{},{},"{'heart_rate': ['<0.04902028478682041', '>=-0.17490392923355103']}","{'heart_rate': ['>=-0.1738024726510048'], 'temperature': ['<-0.7103855907917023']}","{'heart_rate': ['>=-0.18688514828681946'], 'temperature': ['<-0.7166599035263062']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.60337145  0.14784335]],{'heart_rate': ['>=-0.6364152133464813']},{},{},{'heart_rate': ['>=-0.8345150351524353']},"{'temperature': ['<0.28334665298461914', '>=-0.3670940175652504']}","{'heart_rate': ['<-0.04670393839478493', '>=-0.8541116416454315']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.93380913 -1.22532297]],"{'heart_rate': ['<-0.7025027573108673'], 'temperature': ['>=-1.3969687819480896']}",{},{},"{'heart_rate': ['<-0.7002350687980652'], 'temperature': ['>= -4.079581721022358 * heart_rate+-5.852399105217634']}","{'heart_rate': ['<-0.8346778452396393'], 'temperature': ['<-0.7103855907917023']}","{'heart_rate': ['<-0.2386418730020523'], 'temperature': ['<-0.6995986104011536']}",{}
rmftsa,./data/numerical_only/balanced,[[0.38794158 1.17771809]],"{'heart_rate': ['<0.883598119020462'], 'temperature': ['<1.3493638634681702']}",{},{},"{'heart_rate': ['>=0.3517128825187683'], 'temperature': ['>=1.0018858313560486']}","{'heart_rate': ['>=0.01072431169450283'], 'temperature': ['>=-0.023802444338798523']}","{'heart_rate': ['>=0.26749323308467865'], 'temperature': ['>=0.9370001554489136']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.53728392 -0.53873981]],"{'heart_rate': ['<-0.37206508219242096', '>=-0.8346778452396393']}",{},{},"{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['<-0.3670940175652504']}","{'temperature': ['<-0.023802444338798523', '>=-0.5682853758335114']}","{'heart_rate': ['<-0.3589009791612625'], 'temperature': ['>=-0.9559862613677979']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.52859695  0.14784335]],"{'heart_rate': ['<-0.7025027573108673'], 'temperature': ['<0.31948914378881454']}",{},{},"{'heart_rate': ['<-1.3603679537773132'], 'temperature': ['>= 2.254034288471824 * heart_rate+2.7154749337430104']}","{'temperature': ['<0.31948914378881454', '>=-0.3670940175652504']}","{'heart_rate': ['<-0.8897475898265839'], 'temperature': ['>=-0.5691922903060913']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.47119638 -0.53873981]],{'heart_rate': ['<-0.37206508219242096']},{},{},"{'heart_rate': ['<-0.37180592119693756', '>=-0.651248425245285']}","{'heart_rate': ['<-0.3820861130952835'], 'temperature': ['<-0.3670940175652504']}","{'heart_rate': ['<-0.36210913956165314', '>=-0.7405610382556915']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.33902131  0.49113493]],{'heart_rate': ['<-0.1077149398624897']},{},{},"{'heart_rate': ['<-0.1077149398624897', '>=-0.7025027573108673']}","{'heart_rate': ['>=-0.8346778452396393'], 'temperature': ['>=-0.3670940175652504']}","{'heart_rate': ['<-0.11010319739580154'], 'temperature': ['>=-0.3869800418615341']}",{}
rmftsa,./data/numerical_only/balanced,[[ 1.11490447 -0.19544823]],"{'temperature': ['<-0.023802444338798523', '>=-0.7103855907917023']}",{},{},"{'heart_rate': ['>=0.817510575056076'], 'temperature': ['<-0.01730253268033266']}","{'heart_rate': ['>=0.38342657685279846'], 'temperature': ['<0.15589836984872818']}","{'temperature': ['<-0.0328581768553704', '>=-0.7449042201042175']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.33902131  1.52100967]],"{'heart_rate': ['>=-0.37206508219242096'], 'temperature': ['>=1.3493638634681702']}",{},{},"{'heart_rate': ['>=-0.37481872737407684'], 'temperature': ['>=1.331158995628357']}",{'temperature': ['>=0.8382344245910645']},"{'heart_rate': ['>=-0.380145326256752'], 'temperature': ['>=1.4251251816749573']}",{}
rmftsa,./data/numerical_only/balanced,[[1.44534215 0.83442651]],"{'heart_rate': ['<1.808823585510254'], 'temperature': ['>=0.31948914378881454']}",{},{},"{'heart_rate': ['>=0.9496856331825256'], 'temperature': ['>=-0.01679649273864925']}",{'heart_rate': ['>=0.883598119020462']},"{'heart_rate': ['>=1.0363010168075562'], 'temperature': ['>=0.03630512487143278']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.40510885 -0.53873981]],{'heart_rate': ['<-0.37206508219242096']},{},{},{'heart_rate': ['<-0.3717019557952881']},"{'heart_rate': ['<-0.3997248709201813'], 'temperature': ['<-0.4869305342435837']}","{'temperature': ['<1.0034604370594025', '>=-0.7058745324611664']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.47119638  1.52100967]],"{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['>=1.3493638634681702']}",{},{},{'temperature': ['>= 0.05991617740721374 * heart_rate+1.5152356042357213']},{'temperature': ['>=1.2082950472831726']},{'temperature': ['>=1.3988177180290222']},{}
rmftsa,./data/numerical_only/balanced,[[1.57751722 0.14784335]],"{'heart_rate': ['>=1.3131670355796814'], 'temperature': ['>=-0.023802444338798523']}",{},{},"{'heart_rate': ['<1.606216311454773'], 'temperature': ['>=-0.02274290192872286']}","{'heart_rate': ['>=0.3237309455871582'], 'temperature': ['<0.23532671481370926']}",{'heart_rate': ['>=1.4122983813285828']},{}
rmftsa,./data/numerical_only/balanced,[[-0.47119638 -0.53873981]],{'heart_rate': ['<-0.37206508219242096']},{},{},"{'heart_rate': ['<-0.37180592119693756', '>=-0.6364152133464813']}","{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['<-0.3670940175652504']}","{'heart_rate': ['<-0.35489508509635925'], 'temperature': ['<1.4077696204185486']}",{}
rmftsa,./data/numerical_only/balanced,[[1.44534215 1.17771809]],"{'heart_rate': ['>=1.0157731473445892'], 'temperature': ['>=0.6627807319164276']}",{},{},"{'heart_rate': ['<1.4771010279655457', '>=1.411294400691986']}","{'heart_rate': ['>=0.8891836702823639'], 'temperature': ['>=1.0181455314159393']}","{'heart_rate': ['<1.4783859252929688', '>=1.3462108373641968']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.47119638 -0.19544823]],{'heart_rate': ['>=-0.6364152133464813']},{},{},"{'heart_rate': ['<-0.30626867711544037', '>=-0.6415286064147949']}","{'temperature': ['<0.16180652379989624', '>=-0.3670940175652504']}","{'temperature': ['<1.3737402558326721', '>=-1.3969687819480896']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.14075871 -0.53873981]],"{'heart_rate': ['>=-0.37206508219242096'], 'temperature': ['<-0.3670940175652504']}",{},{},{'heart_rate': ['>=-0.17536669224500656']},"{'heart_rate': ['>=-0.1738024726510048'], 'temperature': ['>=-0.554605633020401']}","{'temperature': ['<-0.3599269390106201', '>=-0.6760333776473999']}",{}
rmftsa,./data/numerical_only/balanced,[[1.77577982 0.83442651]],{'heart_rate': ['<2.007086157798767']},{},{},"{'heart_rate': ['<1.8095120191574097'], 'temperature': ['>=0.6735085844993591']}","{'heart_rate': ['>=0.3548978120088577'], 'temperature': ['>=0.8067024052143097']}","{'heart_rate': ['>=-0.2615864723920822'], 'temperature': ['>=0.6647702157497406']}",{}
rmftsa,./data/numerical_only/balanced,[[0.71837926 0.83442651]],"{'heart_rate': ['>=0.3548978120088577'], 'temperature': ['>=0.31948914378881454']}",{},{},{'heart_rate': ['<0.8827466070652008']},"{'heart_rate': ['>=0.25622864067554474'], 'temperature': ['>=-0.023802444338798523']}","{'temperature': ['<1.0834059119224548', '>=0.6696297228336334']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.40510885  0.14784335]],{'heart_rate': ['>=-0.7025027573108673']},{},{},"{'heart_rate': ['<-0.040260931476950645', '>=-0.6364152133464813']}","{'temperature': ['<0.1833198443055153', '>=-0.023802444338798523']}","{'heart_rate': ['<-0.0411611208692193'], 'temperature': ['<1.0864030718803406']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.27293378 -1.22532297]],"{'heart_rate': ['<-0.20684624463319778', '>=-0.7025027573108673']}",{},{},{'heart_rate': ['<-0.20878998935222626']},"{'heart_rate': ['<-0.1738024726510048'], 'temperature': ['<0.8344265148043633']}","{'heart_rate': ['<-0.19479608535766602', '>=-0.30935491621494293']}",{}
rmftsa,./data/numerical_only/balanced,[[2.70100532 0.14784335]],"{'heart_rate': ['>=2.007086157798767'], 'temperature': ['>=-0.023802444338798523']}",{},{},"{'heart_rate': ['>=2.508984327316284'], 'temperature': ['>=-0.01808091765269637']}","{'heart_rate': ['>=0.2808084040880203'], 'temperature': ['>=-0.023802444338798523']}","{'heart_rate': ['>=2.3705676794052124'], 'temperature': ['>=-5.5067241191864014e-05']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.52859695 -1.91190613]],"{'heart_rate': ['<-0.8346778452396393'], 'temperature': ['<-1.3969687819480896']}",{},{},"{'heart_rate': ['>=-1.749389410018921'], 'temperature': ['<-1.7402603030204773']}",{'temperature': ['<-0.6504452526569366']},"{'heart_rate': ['<0.19562438875436783'], 'temperature': ['<-1.7318804860115051']}",{}
rmftsa,./data/numerical_only/balanced,[[2.23839257 0.14784335]],"{'heart_rate': ['>=1.3131670355796814'], 'temperature': ['>=-0.023802444338798523']}",{},{},"{'heart_rate': ['>=2.0412826538085938'], 'temperature': ['<0.6667724847793579']}","{'temperature': ['<0.16392222791910172', '>=-0.023802444338798523']}","{'heart_rate': ['>=2.1723049879074097'], 'temperature': ['>=-0.0649498961865902']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.73554653 -1.56861455]],"{'heart_rate': ['>=-0.9668529033660889'], 'temperature': ['<-1.3969687819480896']}",{},{},{'heart_rate': ['>=-0.9035190045833588']},"{'heart_rate': ['<-0.1738024726510048'], 'temperature': ['<-0.49543680250644684']}","{'heart_rate': ['<-0.45469336211681366'], 'temperature': ['<-1.4012236595153809']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.27293378  1.17771809]],{'temperature': ['<1.3493638634681702']},{},{},"{'heart_rate': ['<-0.23913901299238205'], 'temperature': ['<1.3467631936073303']}","{'heart_rate': ['>=-0.30597755312919617'], 'temperature': ['>=-0.3670940175652504']}","{'heart_rate': ['>=-0.43815261125564575'], 'temperature': ['>=1.1623654961585999']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.53728392 -1.22532297]],"{'heart_rate': ['>=-0.7025027573108673'], 'temperature': ['>=-1.3969687819480896']}",{},{},"{'heart_rate': ['>=-0.5703276693820953'], 'temperature': ['>=-1.2279236912727356']}","{'heart_rate': ['<-0.1738024726510048', '>=-1.1433071494102478']}","{'heart_rate': ['<0.2738880068063736'], 'temperature': ['<-1.217714011669159']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.40510885  1.52100967]],"{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['>=1.3493638634681702']}",{},{},"{'temperature': ['< 0.5832664959791244 * heart_rate+1.7993216646161632', '>=1.3405680656433105']}","{'heart_rate': ['>=-0.43815261125564575'], 'temperature': ['>=1.3493638634681702']}","{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['>=1.4613151550292969']}",{}
rmftsa,./data/numerical_only/balanced,[[1.44534215 0.83442651]],"{'heart_rate': ['<1.808823585510254'], 'temperature': ['>=0.31948914378881454']}",{},{},"{'heart_rate': ['>=0.9496856331825256'], 'temperature': ['>=-0.01679649273864925']}","{'heart_rate': ['>=0.8456609845161438'], 'temperature': ['<0.8440572917461395']}","{'heart_rate': ['<2.2053487300872803', '>=1.0145799219608307']}",{}
rmftsa,./data/numerical_only/balanced,[[0.91664186 1.17771809]],{},{},{},"{'heart_rate': ['>=0.8843012154102325'], 'temperature': ['>=0.8422285914421082']}","{'heart_rate': ['<1.1219213008880615', '>=0.37087611854076385']}","{'heart_rate': ['>=0.8976944983005524'], 'temperature': ['>=0.8274422883987427']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.8677216  -1.56861455]],"{'heart_rate': ['>=-0.9668529033660889'], 'temperature': ['<-1.3969687819480896']}",{},{},{'heart_rate': ['>=-0.9035190045833588']},"{'heart_rate': ['<-0.1738024726510048'], 'temperature': ['<-0.6318645477294922']}","{'heart_rate': ['<0.4644594341516495'], 'temperature': ['<-1.4203824400901794']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.52859695 -0.53873981]],"{'heart_rate': ['<-0.8346778452396393'], 'temperature': ['>=-0.7103855907917023']}",{},{},"{'heart_rate': ['<-1.1690663695335388'], 'temperature': ['>=-0.7066541910171509']}",{'heart_rate': ['<-0.932746946811676']},"{'heart_rate': ['<-1.4780418276786804'], 'temperature': ['>=-0.7892481088638306']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.14075871  0.49113493]],{'heart_rate': ['<-0.1077149398624897']},{},{},"{'heart_rate': ['<-0.10702652856707573'], 'temperature': ['<0.6681446433067322']}","{'temperature': ['<0.8969519138336182', '>=-0.023802444338798523']}","{'heart_rate': ['<-0.10650013014674187', '>=-0.8264124393463135']}",{}
rmftsa,./data/numerical_only/balanced,[[ 1.04881693 -1.22532297]],{'temperature': ['<-0.7103855907917023']},{},{},{'temperature': ['<-0.7021973729133606']},"{'heart_rate': ['>=-0.1643270030617714'], 'temperature': ['<-0.5897153615951538']}","{'heart_rate': ['>=-0.1077149398624897'], 'temperature': ['<-0.8622772991657257']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.07467117  0.14784335]],"{'heart_rate': ['>=-0.1077149398624897'], 'temperature': ['>=-0.023802444338798523']}",{},{},{'temperature': ['>=-0.37000326812267303']},"{'temperature': ['<0.6277811527252197', '>=-0.2638498917222023']}","{'temperature': ['<0.18521865457296371', '>=-0.4245109260082245']}",{}
rmftsa,./data/numerical_only/balanced,[[2.37056764 1.52100967]],"{'heart_rate': ['<2.4696990251541138', '>=2.007086157798767']}",{},{},{'temperature': ['>=0.15499525517225266']},"{'heart_rate': ['>=0.25898653268814087'], 'temperature': ['>=0.19338881969451904']}",{'temperature': ['>=1.3449867367744446']},{}
rmftsa,./data/numerical_only/balanced,[[1.64360475 1.17771809]],"{'heart_rate': ['<2.3705676794052124', '>=1.0488169491291046']}",{},{},"{'heart_rate': ['>=1.6085583567619324'], 'temperature': ['<1.3545652627944946']}",{'heart_rate': ['>=1.3841015100479126']},"{'heart_rate': ['<1.662594199180603', '>=1.5791317224502563']}",{}
rmftsa,./data/numerical_only/balanced,[[1.51142968 1.17771809]],"{'heart_rate': ['>=1.0488169491291046'], 'temperature': ['>=0.6627807319164276']}",{},{},"{'heart_rate': ['<1.9409986734390259', '>=0.852475494146347']}","{'heart_rate': ['>=0.26299530267715454'], 'temperature': ['>=0.04817093163728714']}","{'heart_rate': ['>=0.32045379281044006'], 'temperature': ['>=0.6678680181503296']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.39642188 -1.22532297]],"{'heart_rate': ['<-1.165115475654602'], 'temperature': ['>=-1.3969687819480896']}",{},{},{'heart_rate': ['>=-1.5822930335998535']},{'temperature': ['<0.20249415189027786']},"{'heart_rate': ['<0.3213924318552017'], 'temperature': ['<-0.7262521684169769']}",{}
rmftsa,./data/numerical_only/balanced,[[-0.27293378 -1.56861455]],{'heart_rate': ['>=-0.7025027573108673']},{},{},"{'heart_rate': ['<-0.17321240156888962', '>=-0.9668529033660889']}","{'heart_rate': ['<-0.1371915191411972'], 'temperature': ['<0.8344265148043633']}","{'heart_rate': ['<-0.19487108290195465', '>=-0.3170788735151291']}",{}
rmftsa,./data/numerical_only/balanced,[[ 1.51142968 -1.22532297]],{'temperature': ['<-0.7103855907917023']},{},{},"{'heart_rate': ['>=0.39377282559871674'], 'temperature': ['<-0.7070199847221375']}","{'heart_rate': ['>=0.817510575056076'], 'temperature': ['<-0.8695333003997803']}",{'heart_rate': ['>=-0.02196909859776497']},{}
rmftsa,./data/numerical_only/balanced,[[-0.47119638 -0.53873981]],{'heart_rate': ['<-0.37206508219242096']},{},{},"{'heart_rate': ['<-0.3713831156492233', '>=-0.6387760937213898']}","{'heart_rate': ['<-0.37206508219242096'], 'temperature': ['<-0.3670940175652504']}","{'heart_rate': ['<-0.3655140846967697', '>=-0.7011727392673492']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.39642188 -1.22532297]],"{'heart_rate': ['<-1.165115475654602'], 'temperature': ['>=-1.3969687819480896']}",{},{},{'heart_rate': ['>=-1.5822930335998535']},"{'heart_rate': ['<-0.1228259839117527'], 'temperature': ['<-0.7103855907917023']}","{'temperature': ['<-0.7103846371173859', '>=-1.2322750687599182']}",{}
rmftsa,./data/numerical_only/balanced,[[-1.46250942 -0.53873981]],"{'heart_rate': ['<-0.8346778452396393'], 'temperature': ['>=-0.7103855907917023']}",{},{},"{'heart_rate': ['<-1.1651155352592468'], 'temperature': ['<-0.36760184168815613']}","{'heart_rate': ['<-1.1477198600769043'], 'temperature': ['<-0.023802444338798523']}","{'heart_rate': ['<-1.154859185218811', '>=-1.5636525750160217']}",{}
rmftsa,./data/numerical_only/balanced,[[ 0.0575039  -1.22532297]],"{'heart_rate': ['>=-0.1738024726510048'], 'temperature': ['<-0.7103855907917023']}",{},{},"{'heart_rate': ['>=-0.11058831214904785'], 'temperature': ['<-0.7103856205940247']}","{'heart_rate': ['>=-0.1738024726510048'], 'temperature': ['<-0.7103855907917023']}","{'heart_rate': ['>=-0.07978944480419159'], 'temperature': ['<-0.7186167538166046']}",{}
rmftsa,./data/numerical_only/balanced,[[1.51142968 0.83442651]],"{'heart_rate': ['<2.007086157798767', '>=1.0157731473445892']}",{},{},"{'heart_rate': ['< 1.5300678873039069 * temperature+0.9143077328850684', '>=0.9449650943279266']}","{'heart_rate': ['>=0.8025090098381042'], 'temperature': ['>=0.11620324850082397']}",{'heart_rate': ['>=1.0323482155799866']},{}
banknote-authentication,./data/numerical_only/balanced,[[-0.87961855 -0.14848591 -0.43184978  0.04487877]],{},{},{},"{'V1': ['<-0.28693249821662903'], 'V3': ['<1.105785608291626'], 'V2': ['<0.6069316565990448']}","{'V3': ['<0.7243942469358444'], 'V2': ['<0.5659109055995941']}","{'V1': ['<0.19410374760627747'], 'V3': ['<1.294356644153595'], 'V2': ['<0.602619469165802']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.48588011  0.97452481 -0.88707518 -0.02225618]],{},{},{},"{'V3': ['>=-1.496211290359497'], 'V2': ['>=0.40956002473831177']}","{'V3': ['>=-1.3625367283821106'], 'V4': ['>=-0.49634283781051636']}",{'V1': ['>=0.8055366277694702']},{}
banknote-authentication,./data/numerical_only/balanced,[[-1.1672606  -0.02574663 -0.16436668  0.34655753]],{},{},{},"{'V1': ['<-0.3679265081882477'], 'V3': ['<1.1895322799682617'], 'V2': ['<0.6302543580532074']}",{'V2': ['<0.4241241067647934']},"{'V1': ['<-0.06365003809332848'], 'V2': ['<0.5740505456924438']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.18864422 -0.01763333 -0.83893732  0.29730142]],{'V3': ['<-0.2766295522451401']},{},{},"{'V4': ['>= 1.8332590951066812 * V3+0.9137344323495868'], 'V1': ['<0.09909338504076004', '< -1.626836440601478 * V2+0.6971667574991811']}","{'V3': ['<-0.05428323894739151'], 'V1': ['<-0.035737169906497']}","{'V3': ['<-0.4751285910606384'], 'V2': ['<0.5047462731599808'], 'V1': ['<1.0728504061698914']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-1.54593885  0.35905575 -0.40758821 -1.28748812]],{'V2': ['<0.997092068195343']},{},{},"{'V2': ['<0.6697908937931061'], 'V1': ['<0.1693863794207573']}","{'V1': ['<0.06866943463683128'], 'V3': ['<0.27782824635505676'], 'V2': ['<0.6754234433174133']}","{'V1': ['<0.09536569938063622'], 'V2': ['<1.0073122680187225']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-0.64124233  1.80337715 -0.16396747 -3.02680709]],"{'V1': ['>=-1.1386160254478455'], 'V2': ['>=0.7863592505455017']}",{},{},"{'V1': ['>=-1.350584089756012'], 'V2': ['>=0.5959744155406952']}","{'V2': ['>=0.5220035910606384'], 'V1': ['>=-1.416809618473053']}","{'V2': ['>=0.5399943590164185'], 'V1': ['>=-1.656021237373352']}",{}
banknote-authentication,./data/numerical_only/balanced,[[-1.30608466 -0.02046276 -0.28249708 -0.57204857]],{'V2': ['<0.7295661270618439']},{},{},"{'V1': ['<-0.07898709177970886'], 'V2': ['<0.6546127796173096', '< -0.5615404749572908 * V3+0.7179772187081697']}","{'V1': ['<-0.6779981553554535'], 'V2': ['<0.6865366399288177']}","{'V1': ['<-0.23726431280374527'], 'V2': ['<0.640857607126236']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.34216466  0.98403578 -0.96721984  0.05473475]],{},{},{},{'V2': ['>=0.46185174584388733']},{'V2': ['>=0.520069032907486']},{'V1': ['>=0.9259249269962311']},{}
banknote-authentication,./data/numerical_only/balanced,[[-1.0303016   0.27652505 -0.64285794 -0.78878495]],{'V2': ['<0.6212892830371857']},{},{},"{'V2': ['<0.5584834218025208'], 'V1': ['<0.2743806540966034']}","{'V4': ['<-0.5154123902320862'], 'V2': ['<0.7468494772911072'], 'V1': ['<1.5258557796478271']}","{'V3': ['<1.4661522507667542'], 'V2': ['<0.6046941876411438'], 'V1': ['<0.22057518362998962']}",{}
banknote-authentication,./data/numerical_only/balanced,[[ 1.22899401  0.7001213  -0.79221528  0.5361871 ]],{},{},{},{'V1': ['>=0.6793630719184875']},"{'V3': ['>=-0.89293572306633'], 'V1': ['>=0.5597353577613831']}","{'V1': ['>=-0.5638874471187592'], 'V2': ['>=0.3601306229829788']}",{}
